fik_C1,fik_C2,fik_C3,fik_C4,DisplayName,Year,ExhibitionTitle,IsFuzzy
1.0,0.0,0.0,0.0,joe del sorbo,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,al pucci,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,franco scalamandre,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,thomas d. mcavoy,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,antonio frasconi,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,gorin schlosser,1949,New Posters from 16 Countries,False
1.0,0.0,0.0,0.0,henri-edmond cross,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,neil doherty,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,sue fuller,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,russell lee,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,andries dirk copier,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,john de joseph,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,cusden,1949,New Posters from 16 Countries,False
1.0,0.0,0.0,0.0,aino aalto,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,jim welgos,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,carlos leão,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,muni lieblein,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,the art center school,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,"fuller & smith & ross, inc.",1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,frank golden,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,giovanni stradone,1949,Twentieth Century Italian Art,False
1.0,0.0,0.0,0.0,alastair morton,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,anthony bernato,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,elsie reber,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,hartland klotz,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,louis-auguste bisson,1949,Roots of French Photography,False
1.0,0.0,0.0,0.0,marino marini,1949,Twentieth Century Italian Art,False
1.0,0.0,0.0,0.0,nora kay,1949,New Posters from 16 Countries,False
1.0,0.0,0.0,0.0,john thomson,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,pittsburgh plate glass company,1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,william eckenberg,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,naiad giblan,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,"the hallicrafters co., chicago, il",1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,william r. reed,1949,Hidden Talent Competition,False
1.0,0.0,0.0,0.0,mario mafai,1949,Twentieth Century Italian Art,False
1.0,0.0,0.0,0.0,t.j. strasser,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,charles corte,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,victor keppler,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,arthur lidov,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,frances owen,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,charles despiau,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,henry r. hope,1949,Georges Braque,False
1.0,0.0,0.0,0.0,bruno munari,1949,New Posters from 16 Countries,False
1.0,0.0,0.0,0.0,robert geissmann,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,afro (afro basaldella),1949,Twentieth Century Italian Art,False
1.0,0.0,0.0,0.0,raymond burnier,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,pericle fazzini,1949,Twentieth Century Italian Art,False
1.0,0.0,0.0,0.0,max spivak,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,abner graboff,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,sebastiano serlio,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,antonin raymond,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,edward hicks,1949,Pictures for Children Aged 312 Years,False
1.0,0.0,0.0,0.0,the shatz plate glass company,1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,jack miller,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,jose bartoli,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,"zenith radio corporation, chicago, il",1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,young & rubicam inc.,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,desmond moore,1949,New Posters from 16 Countries,False
1.0,0.0,0.0,0.0,harlow rockwell,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,h. nils,1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,john groen,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,howard chanler,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,jules gregory,1949,Hidden Talent Competition,False
1.0,0.0,0.0,0.0,affonso eduardo reidy,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,h. lon ross,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,"john h. tinker, jr.",1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,willi baumeister,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,cândido portinari,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,paul d'ome,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,henry f. callahan,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,george nelson,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,bretton fabrics corp.,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,lee gatch,1949,Recent Acquisitions,False
1.0,0.0,0.0,0.0,carl molin,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,barry e. thompson,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,kay kern,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,george bellows,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,r.s. radcliffe,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,wifredo lam,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,roberto matta,1949,Children's Holiday Carnival of Modern Art,False
1.0,0.0,0.0,0.0,toni del renzio,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,george fox,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,eric schaal,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,robert motherwell,1949,Recent Acquisitions,False
1.0,0.0,0.0,0.0,harry goldman,1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,james v. hirsch,1949,Hidden Talent Competition,False
1.0,0.0,0.0,0.0,fons iannelli,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,sudler & hennessey,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,"perlowin studios, inc.",1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,john david parrish,1949,Hidden Talent Competition,False
1.0,0.0,0.0,0.0,john bacco,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,ernest king,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,allen f. hurlburt,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,karl schmidt-rottluff,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,claude nicolas ledoux,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,nick parrino,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,alvin lustig,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,"karhula glassworks, finland",1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,g.f. stocker,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,robert damora,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,"sculpture house, new york, ny",1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,arthur rothstein,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,izzy kaplan,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,"menlo textiles, menlo park, ca",1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,loren maciver,1949,Polio Poster Competition,False
1.0,0.0,0.0,0.0,arnold roston,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,margaret neal,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,félix vallotton,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,"dubois fence & garden co., inc.",1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,franco grignani,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,irving harper,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,schiparelli perfumes,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,"columbus plastic products, inc.",1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,kro flies kites,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,arthur edger,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,ginnie hofmann,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,max haas,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,al monteverde,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,victor brauner,1949,Recent Acquisitions,False
1.0,0.0,0.0,0.0,edwin elmer neal,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,weimer pursell,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,harry bertoia,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,angelo testa,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,"pryne & co., inc.",1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,spero paul daltas,1949,Hidden Talent Competition,False
1.0,0.0,0.0,0.0,aaron miller,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,salvatore fiume,1949,Twentieth Century Italian Art,False
1.0,0.0,0.0,0.0,richard erdoes,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,ralph steiner,1949,Realism in Photography,False
1.0,0.0,0.0,0.0,lawrence hoffmann,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,george barnard,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,arnold genthe,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,barney cowherd,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,j.s. johnston,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,wadley & smythe,1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,alton pickens,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,"mckay, davis and mclane",1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,william c. allen,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,naum gabo,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,christopher smith german,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,nick silva,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,gino severini,1949,Twentieth Century Italian Art,False
1.0,0.0,0.0,0.0,john b. shipman,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,murphy-brinkworth construction corporation,1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,charles smith,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,james kemble mills,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,bob rea,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,giovanni da bologna,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,charles g. shaw,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,lee,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,seymour douglas,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,marianne strengell,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,mario sironi,1949,Twentieth Century Italian Art,False
1.0,0.0,0.0,0.0,john a. wedda,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,john gerard raben,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,michelangelo,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,the midget louver company,1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,andreas feininger,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,"morton sundour co., inc.",1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,gene fenn,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,raymond jordan,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,corrado cagli,1949,Twentieth Century Italian Art,False
1.0,0.0,0.0,0.0,szilas gy,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,"dorland, berlin",1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,giuseppe santomaso,1949,Twentieth Century Italian Art,False
1.0,0.0,0.0,0.0,richard avedon,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,gene federico,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,andrew p. olson,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,russell lapp,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,louis schanker,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,"herbert a. smith, jr.",1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,ronald ingles,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,ivo romani,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,adolph loos,1949,Lobmeyr Glass,False
1.0,0.0,0.0,0.0,seymour nydorf,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,speakman company,1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,victor trasoff,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,john vachon,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,honoré sharrer,1949,Polio Poster Competition,False
1.0,0.0,0.0,0.0,bert brandt,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,william golden,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,suzanne valadon,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,"singer sewing machine co., new york",1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,thomas johnson,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,h.j. fybel,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,stamo papadaki,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,george giusti,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,j.r. flannagan,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,howard henry,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,niles spencer,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,josep lluís sert,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,william h. weintraub adv. agency,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,massimo campigli,1949,Twentieth Century Italian Art,False
1.0,0.0,0.0,0.0,elsa schiaparelli,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,luber,1949,New Posters from 16 Countries,False
1.0,0.0,0.0,0.0,lord electric company,1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,lord & taylor,1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,scipione (gino bonichi),1949,Twentieth Century Italian Art,False
1.0,0.0,0.0,0.0,"united states glass co., tiffin, oh",1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,"j.p. duffy company, inc.",1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,marion post wolcott,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,"arzberg porcelain mfg. co., arzberg, germany",1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,josef tyfa,1949,New Posters from 16 Countries,False
1.0,0.0,0.0,0.0,"luigi fontana & c.s.a., milan",1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,john j. reidy,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,karl hofer,1949,Recent Acquisitions,False
1.0,0.0,0.0,0.0,eliot noyes,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,rainey bennett,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,jacques villon,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,helen brush,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,priscilla peck,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,charles gruen,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,w. t. gossard,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,ben collins,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,ben nicholson,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,adrian siegel,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,john lindsay,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,leo lionni,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,carl paulson,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,bazaar français,1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,a marchi,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,franklin chenault watkins,1949,Polio Poster Competition,False
1.0,0.0,0.0,0.0,alfred e. knobler & co.,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,u.s. army air force,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,j.s. anderson,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,playskool,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,charles wiliam doepke mfg. co.,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,peter blake,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,horst p. horst,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,gerda strömberg,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,joseph binder,1949,New Posters from 16 Countries,False
1.0,0.0,0.0,0.0,william g. meek,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,irving miller,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,"coors porcelain co., golden, co",1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,william zorach,1949,Children's Holiday Carnival of Modern Art,False
1.0,0.0,0.0,0.0,roger schall,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,alexander liberman,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,collier's promotion dept.,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,keyes fibre co.,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,"steuben glass works, corning, ny",1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,sam cobean,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,peter grippe,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,robert b. thorpe,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,clarence hamm,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,hertbert lubalin,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,rolf tietgens,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,sovfoto,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,leroy f. lustig,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,"geo e. maillinson importing co., inc.",1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,otto haesler,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,hortense mendel,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,george baus,1949,New Posters from 16 Countries,False
1.0,0.0,0.0,0.0,fred chance,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,skidmore owings & merrill,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,györgy kepes,1949,Polio Poster Competition,False
1.0,0.0,0.0,0.0,emr advertising consultants,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,john m. howells,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,walter allner,1949,Polio Poster Competition,False
1.0,0.0,0.0,0.0,arthur williams,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,julio castellanos,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,max slevogt,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,callicrates,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,f. carlton ball,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,bonham cross,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,edward chase weren,1949,Hidden Talent Competition,False
1.0,0.0,0.0,0.0,dan cooper,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,ben somoroff,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,herbert mcclure,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,oy arabia ab,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,bob stocksdale,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,mark tobey,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,robert guidi,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,espenet fine woods,1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,david ellinger,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,lustig advertising agency,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,jesús escobedo,1949,Master Prints from the Museum Collection,False
1.0,0.0,0.0,0.0,william vandivert,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,fred sass,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,dorothy marootian,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,saul bass,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,robert maillart,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,fritz goro,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,the trumbull electric manufacturing co.,1949,The House in the Museum Garden,False
1.0,0.0,0.0,0.0,marcello mascherini,1949,Twentieth Century Italian Art,False
1.0,0.0,0.0,0.0,alice meisenheimer,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,giorgio morandi,1949,Twentieth Century Italian Art,False
1.0,0.0,0.0,0.0,h.r. farr,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,john nugent,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,merwyn brenton,1949,The Exact Instant,False
1.0,0.0,0.0,0.0,jorge machado moreira,1949,Painting and Sculpture in Architecture,False
1.0,0.0,0.0,0.0,"j.b. miller co., inc.",1949,Design Show: Christmas 1949,False
1.0,0.0,0.0,0.0,verne noll,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
1.0,0.0,0.0,0.0,"lenox, inc., trenton, nj",1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,gyozo szilas,1949,Modern Art in Your Life,False
1.0,0.0,0.0,0.0,erich kastan,1949,The 28th Annual Exhibition of Advertising and Editorial Art of the New York Art Directors Club,False
