fik_C1,fik_C2,fik_C3,fik_C4,DisplayName,Year,ExhibitionTitle,IsFuzzy
1.0,0.0,0.0,0.0,lúcio costa,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,ian smith,1955,The Family of Man,False
1.0,0.0,0.0,0.0,cornelis ruhtenberg,1955,Selections from the Art Lending Service,False
1.0,0.0,0.0,0.0,charles leirens,1955,The Family of Man,False
1.0,0.0,0.0,0.0,maria bordy,1955,The Family of Man,False
1.0,0.0,0.0,0.0,adler-schnee associates,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,northern industrial chem. co.,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,paul rand,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,service ideas,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,lisette model,1955,The Family of Man,False
1.0,0.0,0.0,0.0,edward weston,1955,The Family of Man,False
1.0,0.0,0.0,0.0,cedric wright,1955,The Family of Man,False
1.0,0.0,0.0,0.0,philip johnson,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,simtex mills,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,shirley c. burden,1955,The Family of Man,False
1.0,0.0,0.0,0.0,greta daniel,1955,Matisse Chasubles,False
1.0,0.0,0.0,0.0,nina leen,1955,The Family of Man,False
1.0,0.0,0.0,0.0,allan arbus,1955,The Family of Man,False
1.0,0.0,0.0,0.0,abdul razay mehta,1955,The Family of Man,False
1.0,0.0,0.0,0.0,zao wou-ki,1955,Prints from Europe and Japan; Etchings by Matisse,False
1.0,0.0,0.0,0.0,sonia delaunay-terk,1955,Recent Acquisitions,False
1.0,0.0,0.0,0.0,toni frissell,1955,The Family of Man,False
1.0,0.0,0.0,0.0,toni hughes,1955,Children's Holiday Carnival of Modern Art,False
1.0,0.0,0.0,0.0,leslie thornton,1955,Recent Acquisitions,False
1.0,0.0,0.0,0.0,carlos raúl villanueva,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,louis comfort tiffany,1955,Glass from the Museum of Modern Art Collection,False
1.0,0.0,0.0,0.0,pierre soulages,1955,The New Decade: 22 European Painters and Sculptors,False
1.0,0.0,0.0,0.0,n. kolli,1955,The Family of Man,False
1.0,0.0,0.0,0.0,elbert weinberg,1955,Recent Acquisitions,False
1.0,0.0,0.0,0.0,bertha schaefer,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,clem kalischer,1955,The Family of Man,False
1.0,0.0,0.0,0.0,plus studio,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,etienne sved,1955,The Family of Man,False
1.0,0.0,0.0,0.0,alberto giacometti,1955,Painting and Sculpture from the Museum Collection: New Acquisitions,False
1.0,0.0,0.0,0.0,odilon redon,1955,Prints from Europe and Japan; Etchings by Matisse,False
1.0,0.0,0.0,0.0,max ludwig cetto,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,jay te winburn,1955,The Family of Man,False
1.0,0.0,0.0,0.0,william scott,1955,The New Decade: 22 European Painters and Sculptors,False
1.0,0.0,0.0,0.0,"vollrath co., sheboygan, wi",1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,mario pani,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,jane wilson,1955,Selections from the Art Lending Service,False
1.0,0.0,0.0,0.0,paolo venini,1955,Glass from the Museum of Modern Art Collection,False
1.0,0.0,0.0,0.0,joseph cornell,1955,Recent Acquisitions,False
1.0,0.0,0.0,0.0,y?suke yamahata,1955,The Family of Man,False
1.0,0.0,0.0,0.0,eugène delacroix,1955,Fifteen Paintings by French Masters of the 19th Century from the Louvre and the Museums of Albi and Lyon,False
1.0,0.0,0.0,0.0,lucian freud,1955,Recent Acquisitions,False
1.0,0.0,0.0,0.0,jean marquis,1955,The Family of Man,False
1.0,0.0,0.0,0.0,wolfgang paalen,1955,Recent Acquisitions,False
1.0,0.0,0.0,0.0,raymond jacobs,1955,The Family of Man,False
1.0,0.0,0.0,0.0,"eimer & amend, new york, ny",1955,Glass from the Museum of Modern Art Collection,False
1.0,0.0,0.0,0.0,morris graves,1955,Selections from the Art Lending Service,False
1.0,0.0,0.0,0.0,charles oscar,1955,Selections from the Art Lending Service,False
1.0,0.0,0.0,0.0,ernst brunner,1955,The Family of Man,False
1.0,0.0,0.0,0.0,tatsuhiko heima,1955,Selections from the Art Lending Service,False
1.0,0.0,0.0,0.0,josef hoffmann,1955,Glass from the Museum of Modern Art Collection,False
1.0,0.0,0.0,0.0,ross littell,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,heinrich klumb,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,alvaro ortega,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,marshall studios,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,hugh bell,1955,The Family of Man,False
1.0,0.0,0.0,0.0,f. schumacher & co,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,albert pinkham ryder,1955,Paintings from Private Collections,False
1.0,0.0,0.0,0.0,m. singer & sons,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,w. archibald welden,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,gustavo saavedra,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,greta magnusson grossman,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,hedda morrison,1955,The Family of Man,False
1.0,0.0,0.0,0.0,eiju otaki,1955,The Family of Man,False
1.0,0.0,0.0,0.0,harvey probber,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,allan adler,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,gordon parks,1955,The Family of Man,False
1.0,0.0,0.0,0.0,"joseph franken decorative accessories, new york, ny",1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,dmitri kessel,1955,The Family of Man,False
1.0,0.0,0.0,0.0,camille bombois,1955,Children's Holiday Carnival of Modern Art,False
1.0,0.0,0.0,0.0,bradley smith,1955,The Family of Man,False
1.0,0.0,0.0,0.0,henri de toulouse-lautrec,1955,Fifteen Paintings by French Masters of the 19th Century from the Louvre and the Museums of Albi and Lyon,False
1.0,0.0,0.0,0.0,"taylor instrument company, england",1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,guy gillette,1955,The Family of Man,False
1.0,0.0,0.0,0.0,tana hoban,1955,The Family of Man,False
1.0,0.0,0.0,0.0,alexander marshack,1955,The Family of Man,False
1.0,0.0,0.0,0.0,darrel austin,1955,Children's Holiday Carnival of Modern Art,False
1.0,0.0,0.0,0.0,dorothy c. miller,1955,Recent Acquisitions,False
1.0,0.0,0.0,0.0,david smith,1955,Selections from the Art Lending Service,False
1.0,0.0,0.0,0.0,allan gould,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,doris ulmann,1955,The Family of Man,False
1.0,0.0,0.0,0.0,alfred eisenstaedt,1955,The Family of Man,False
1.0,0.0,0.0,0.0,rene lalique,1955,Glass from the Museum of Modern Art Collection,False
1.0,0.0,0.0,0.0,henk jonker,1955,The Family of Man,False
1.0,0.0,0.0,0.0,j. van adrichem,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,brassaï (gyula halász),1955,The Family of Man,False
1.0,0.0,0.0,0.0,"dunbar furniture manufacturing corp., berne, in",1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,billie newmarch,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,bill brandt,1955,The Family of Man,False
1.0,0.0,0.0,0.0,"martex division, wellington sears co.",1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,cas carthuys,1955,The Family of Man,False
1.0,0.0,0.0,0.0,janice biala,1955,Selections from the Art Lending Service,False
1.0,0.0,0.0,0.0,"a.j. van dugteren & sons, inc., new york",1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,marcel duchamp,1955,Painting and Sculpture from the Museum Collection: New Acquisitions,False
1.0,0.0,0.0,0.0,milton roberto,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,loomis dean,1955,The Family of Man,False
1.0,0.0,0.0,0.0,rubel & co.,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,rené brenes,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,paul himmel,1955,The Family of Man,False
1.0,0.0,0.0,0.0,daniel j. ransohoff,1955,The Family of Man,False
1.0,0.0,0.0,0.0,"j. & l. lobmeyr, vienna",1955,Glass from the Museum of Modern Art Collection,False
1.0,0.0,0.0,0.0,carlos guinand,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,alejandro prieto,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,harold sitterle,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,pal-nils nilsson,1955,The Family of Man,False
1.0,0.0,0.0,0.0,"georg jensen inc., new york",1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,raúl salinas,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,ernst haas,1955,The Family of Man,False
1.0,0.0,0.0,0.0,eliot elisofon,1955,The Family of Man,False
1.0,0.0,0.0,0.0,bob jakobsen,1955,The Family of Man,False
1.0,0.0,0.0,0.0,josé de rivera,1955,Recent Acquisitions,False
1.0,0.0,0.0,0.0,unosuke gamou,1955,The Family of Man,False
1.0,0.0,0.0,0.0,fumio kitaoka,1955,Prints from Europe and Japan; Etchings by Matisse,False
1.0,0.0,0.0,0.0,jane cooper bland,1955,Art of the Young Child,False
1.0,0.0,0.0,0.0,parker d. perry,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,francois tuefferd,1955,The Family of Man,False
1.0,0.0,0.0,0.0,amancio williams,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,ihei kimura,1955,The Family of Man,False
1.0,0.0,0.0,0.0,jackson pollock,1955,Paintings from Private Collections,False
1.0,0.0,0.0,0.0,musya sheeler,1955,The Family of Man,False
1.0,0.0,0.0,0.0,henry w. calvin,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,ted castle,1955,The Family of Man,False
1.0,0.0,0.0,0.0,s.m. hexter company,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,edward durell stone,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,united productions of america (upa),1955,UPA: Form in the Animated Cartoon,False
1.0,0.0,0.0,0.0,henrique ephim mindlin,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,daniel brenner,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,arne jacobsen,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,ronny jaques,1955,The Family of Man,False
1.0,0.0,0.0,0.0,hans a. schreiner,1955,The Family of Man,False
1.0,0.0,0.0,0.0,lee miller,1955,The Family of Man,False
1.0,0.0,0.0,0.0,kawakami sumio,1955,Prints from Europe and Japan; Etchings by Matisse,False
1.0,0.0,0.0,0.0,lola alvarez bravo,1955,The Family of Man,False
1.0,0.0,0.0,0.0,david brooks,1955,The Family of Man,False
1.0,0.0,0.0,0.0,alma r. lavenson,1955,The Family of Man,False
1.0,0.0,0.0,0.0,carmel e. vitullo,1955,The Family of Man,False
1.0,0.0,0.0,0.0,the harker pottery co.,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,raul a. sichero bouret,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,jorge costabal,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,william kienbusch,1955,Selections from the Art Lending Service,False
1.0,0.0,0.0,0.0,fritz neugass,1955,The Family of Man,False
1.0,0.0,0.0,0.0,"laverne originals, new york, ny",1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,henry russell hitchcock,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,"ekco products co., chicago, il",1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,frederick carder,1955,Glass from the Museum of Modern Art Collection,False
1.0,0.0,0.0,0.0,oscar niemeyer,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,marcelo roberto,1955,Latin American Architecture Since 1945,False
1.0,0.0,0.0,0.0,yoichi r. okamoto,1955,The Family of Man,False
1.0,0.0,0.0,0.0,reilly-wolff assoc. inc.,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,alfred statler,1955,The Family of Man,False
1.0,0.0,0.0,0.0,hermann gretsch,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,hagbard elis bergh,1955,Glass from the Museum of Modern Art Collection,False
1.0,0.0,0.0,0.0,henry niese,1955,Selections from the Art Lending Service,False
1.0,0.0,0.0,0.0,arthur lavine,1955,The Family of Man,False
1.0,0.0,0.0,0.0,gio ponti,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,edmund bert gerard,1955,The Family of Man,False
1.0,0.0,0.0,0.0,dan weiner,1955,The Family of Man,False
1.0,0.0,0.0,0.0,kurt severin,1955,The Family of Man,False
1.0,0.0,0.0,0.0,"katavolos, littell, and kelley",1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,hans wild,1955,The Family of Man,False
1.0,0.0,0.0,0.0,astrid sampe,1955,Good Design: 5th Anniversary,False
1.0,0.0,0.0,0.0,burton glinn,1955,The Family of Man,False
0.031752506578645014,0.049685407528811815,0.8766562640804287,0.04190582181211436,marion palfi,1955,Developing Creativeness In Children|The Family of Man,True
0.15020904807477753,0.08127549540316399,0.12047233350748489,0.6480431230145735,ben shahn,1955,Selections from the Art Lending Service|Paintings from Private Collections|The Family of Man,True
0.5758256880003687,0.1082271173498846,0.08856689495960537,0.2273802996901413,"alfred h. barr, jr.",1955,Paintings from Private Collections|Picasso: 12 Masterworks|Good Design: 5th Anniversary|Recent Acquisitions|Painting and Sculpture from the Museum Collection: New Acquisitions,True
0.08909573172509183,0.10375402144611384,0.6436166682507303,0.16353357857806416,rené d'harnoncourt,1955,Fifteen Paintings by French Masters of the 19th Century from the Louvre and the Museums of Albi and Lyon|Good Design: 5th Anniversary,True
0.0319599587375163,0.04256149965536279,0.8861198762166733,0.039358665390447536,"edgar kaufmann, jr.",1955,Good Design: 5th Anniversary|Textiles and Ornamental Arts in India,True
0.04974598043348375,0.06447151321095036,0.8255909190056046,0.060191587349961245,kaj franck,1955,Good Design: 5th Anniversary|Glass from the Museum of Modern Art Collection,True
0.03195995873751634,0.04256149965536284,0.8861198762166733,0.0393586653904476,alexander girard,1955,Good Design: 5th Anniversary|Textiles and Ornamental Arts in India,True
0.049745980433483716,0.06447151321095035,0.8255909190056048,0.06019158734996124,"the lancaster lens co., lancaster, oh",1955,Good Design: 5th Anniversary|Glass from the Museum of Modern Art Collection,True
0.08449682667584886,0.08399943767794164,0.7281280496562761,0.10337568598993335,james rosati,1955,Good Design: 5th Anniversary|Selections from the Art Lending Service,True
0.049745980433483716,0.06447151321095036,0.8255909190056048,0.060191587349961245,scott wilson,1955,Good Design: 5th Anniversary|Glass from the Museum of Modern Art Collection,True
0.026309623176948203,0.040541458926138654,0.9010130191763578,0.03213589872055532,victor d'amico,1955,Developing Creativeness In Children|Paintings by Amateurs|Paintings by Italian Children|Art of the Young Child|Children's Holiday Carnival of Modern Art,True
0.061010460891682015,0.043513897498221536,0.06337402457699126,0.8321016170331051,paul cézanne,1955,Fifteen Paintings by French Masters of the 19th Century from the Louvre and the Museums of Albi and Lyon|Paintings from Private Collections,True
0.061010460891682015,0.043513897498221536,0.06337402457699128,0.8321016170331051,hilaire-germain-edgar degas,1955,Fifteen Paintings by French Masters of the 19th Century from the Louvre and the Museums of Albi and Lyon|Paintings from Private Collections,True
0.1333687527816473,0.11778155213079762,0.09349910660445973,0.6553505884830952,paul gauguin,1955,Prints by Nolde and Kirchner|Fifteen Paintings by French Masters of the 19th Century from the Louvre and the Museums of Albi and Lyon|Paintings from Private Collections,True
0.06101046089168203,0.04351389749822156,0.06337402457699128,0.8321016170331051,édouard manet,1955,Fifteen Paintings by French Masters of the 19th Century from the Louvre and the Museums of Albi and Lyon|Paintings from Private Collections,True
0.3132593877013168,0.19561852996448179,0.26945322610475936,0.22166885622944224,claude monet,1955,Fifteen Paintings by French Masters of the 19th Century from the Louvre and the Museums of Albi and Lyon|Recent Acquisitions,True
0.06101046089168203,0.043513897498221536,0.06337402457699126,0.8321016170331051,pierre-auguste renoir,1955,Fifteen Paintings by French Masters of the 19th Century from the Louvre and the Museums of Albi and Lyon|Paintings from Private Collections,True
0.1966077733891851,0.07794360202842222,0.0808018419866687,0.6446467825957239,henri rousseau,1955,Fifteen Paintings by French Masters of the 19th Century from the Louvre and the Museums of Albi and Lyon|Painting and Sculpture from the Museum Collection: New Acquisitions|Paintings from Private Collections,True
0.06101046089168203,0.04351389749822156,0.06337402457699128,0.8321016170331051,georges-pierre seurat,1955,Fifteen Paintings by French Masters of the 19th Century from the Louvre and the Museums of Albi and Lyon|Paintings from Private Collections,True
0.7714322258420174,0.08638395604393902,0.0678142060958517,0.07436961201819182,max beckmann,1955,Painting and Sculpture from the Museum Collection: New Acquisitions|Recent Acquisitions,True
0.2780194197692347,0.08269771976133274,0.08790719179074798,0.5513756686786846,georges braque,1955,Painting and Sculpture from the Museum Collection: New Acquisitions|Paintings from Private Collections,True
0.2683002976152407,0.17340075277581923,0.35539956963611913,0.202899379972821,giorgio de chirico,1955,Giorgio de Chirico|Painting and Sculpture from the Museum Collection: New Acquisitions,True
0.2780194197692347,0.08269771976133274,0.08790719179074798,0.5513756686786846,robert delaunay,1955,Painting and Sculpture from the Museum Collection: New Acquisitions|Paintings from Private Collections,True
0.27801941976923467,0.08269771976133272,0.08790719179074796,0.5513756686786846,andré derain,1955,Painting and Sculpture from the Museum Collection: New Acquisitions|Paintings from Private Collections,True
0.7714322258420174,0.08638395604393902,0.0678142060958517,0.07436961201819181,raoul dufy,1955,Painting and Sculpture from the Museum Collection: New Acquisitions|Recent Acquisitions,True
0.44693574011163145,0.15574722087300413,0.08658221004802918,0.31073482896733523,paul klee,1955,Painting and Sculpture from the Museum Collection: New Acquisitions|Paintings from Private Collections|Prints from Europe and Japan; Etchings by Matisse,True
0.7494747933067983,0.08654452139423217,0.06750840381637953,0.09647228148258993,fernand léger,1955,Selections from the Art Lending Service|Léger Memorial|Recent Acquisitions|Children's Holiday Carnival of Modern Art|Painting and Sculpture from the Museum Collection: New Acquisitions,True
0.4221046852819341,0.23332440728818846,0.1199956349075653,0.22457527252231213,henri matisse,1955,Paintings from Private Collections|Léger Memorial|Matisse Chasubles|Prints from Europe and Japan; Etchings by Matisse|Recent Acquisitions|Prints by Nolde and Kirchner|Painting and Sculpture from the Museum Collection: New Acquisitions,True
0.4138649996530274,0.33319812800601967,0.1093238533676016,0.14361301897335138,emil nolde,1955,Prints by Nolde and Kirchner|Painting and Sculpture from the Museum Collection: New Acquisitions|Recent Acquisitions|Prints from Europe and Japan; Etchings by Matisse,True
0.47777440726696996,0.17579538860393934,0.1112519884296117,0.235178215699479,pablo picasso,1955,Paintings from Private Collections|Selections from the Art Lending Service|Picasso: 12 Masterworks|Prints from Europe and Japan; Etchings by Matisse|Recent Acquisitions|Painting and Sculpture from the Museum Collection: New Acquisitions,True
0.2780194197692347,0.08269771976133274,0.08790719179074798,0.5513756686786846,georges rouault,1955,Painting and Sculpture from the Museum Collection: New Acquisitions|Paintings from Private Collections,True
0.7714322258420174,0.08638395604393903,0.06781420609585173,0.07436961201819184,chaim soutine,1955,Painting and Sculpture from the Museum Collection: New Acquisitions|Recent Acquisitions,True
0.2683002976152407,0.17340075277581923,0.35539956963611913,0.20289937997282095,yves tanguy,1955,Painting and Sculpture from the Museum Collection: New Acquisitions|Yves Tanguy,True
0.04085560923727217,0.07321599189436201,0.8366904021188948,0.04923799674947095,andrew carnduff ritchie,1955,"Benrimo, Townley, Tyler: New Talent Exhibition in the Penthouse|Craig, Fornas, Speyer: New Talent Exhibition in the Penthouse|The New Decade: 22 European Painters and Sculptors",True
0.03897809903752149,0.8814489576194894,0.047388484194047155,0.03218445914894178,william s. lieberman,1955,Prints by Nolde and Kirchner|Prints from Europe and Japan; Etchings by Matisse,True
0.08430735308127925,0.6322604556880858,0.20949122207864534,0.0739409691519896,kenneth armitage,1955,The New Decade: 22 European Painters and Sculptors|Prints from Europe and Japan; Etchings by Matisse,True
0.217047178760417,0.6054362730936746,0.10198258836634146,0.07553395977956702,otto dix,1955,Recent Acquisitions|Prints from Europe and Japan; Etchings by Matisse,True
0.08430735308127929,0.6322604556880856,0.20949122207864543,0.07394096915198964,jean dubuffet,1955,The New Decade: 22 European Painters and Sculptors|Prints from Europe and Japan; Etchings by Matisse,True
0.03897809903752149,0.8814489576194894,0.04738848419404717,0.03218445914894178,erich heckel,1955,Prints by Nolde and Kirchner|Prints from Europe and Japan; Etchings by Matisse,True
0.03897809903752149,0.8814489576194894,0.04738848419404717,0.03218445914894178,ernst ludwig kirchner,1955,Prints by Nolde and Kirchner|Prints from Europe and Japan; Etchings by Matisse,True
0.1948354549505546,0.6246388680397529,0.09165520884631435,0.08887046816337807,otto mueller,1955,Prints by Nolde and Kirchner|Recent Acquisitions|Prints from Europe and Japan; Etchings by Matisse,True
0.038978099037521474,0.8814489576194894,0.047388484194047155,0.03218445914894176,max pechstein,1955,Prints by Nolde and Kirchner|Prints from Europe and Japan; Etchings by Matisse,True
0.1948354549505546,0.6246388680397528,0.09165520884631438,0.0888704681633781,karl schmidt-rottluff,1955,Prints by Nolde and Kirchner|Recent Acquisitions|Prints from Europe and Japan; Etchings by Matisse,True
0.2634765454474207,0.29281506281659275,0.3240428722219442,0.11966551951404224,karel appel,1955,Recent Acquisitions|The New Decade: 22 European Painters and Sculptors,True
0.12891253519123205,0.15770315937672222,0.564359706562049,0.14902459886999667,alberto burri,1955,The New Decade: 22 European Painters and Sculptors|Selections from the Art Lending Service,True
0.5680267836908006,0.07959077879077538,0.06742233573452391,0.28496010178390013,pierre bonnard,1955,Recent Acquisitions|Paintings from Private Collections,True
0.14883585861377743,0.08042934787638942,0.11964623258421295,0.6510885609256202,lyonel feininger,1955,Paintings from Private Collections|Selections from the Art Lending Service,True
0.15252970320764553,0.1718249715739387,0.11351109839694036,0.5621342268214754,vincent van gogh,1955,Prints by Nolde and Kirchner|Paintings from Private Collections,True
0.14883585861377743,0.08042934787638942,0.11964623258421295,0.6510885609256202,john marin,1955,Paintings from Private Collections|Selections from the Art Lending Service,True
0.14883585861377752,0.08042934787638946,0.119646232584213,0.65108856092562,joan miró,1955,Paintings from Private Collections|Selections from the Art Lending Service,True
0.5680267836908006,0.07959077879077538,0.06742233573452391,0.28496010178390013,rufino tamayo,1955,Recent Acquisitions|Paintings from Private Collections,True
0.05523490839984811,0.07974412162824539,0.7981054118901145,0.06691555808179188,james thrall soby,1955,Giorgio de Chirico|Yves Tanguy,True
0.13005582605516722,0.13522537427137374,0.5822994123854853,0.15241938728797366,margaret miller,1955,Giorgio de Chirico|Selections from the Art Lending Service|Yves Tanguy,True
0.3887906023574968,0.20288292342404537,0.2383326341116625,0.1699938401067954,paul-émile borduas,1955,Recent Acquisitions|Selections from the Art Lending Service,True
0.3887906023574968,0.20288292342404537,0.2383326341116625,0.1699938401067954,marino marini,1955,Recent Acquisitions|Selections from the Art Lending Service,True
0.0,0.0,1.0,0.0,arthur drexler,1955,Glass from the Museum of Modern Art Collection|Matisse Chasubles|Two Graphic Designers: Bruno Munari and Alvin Lustig|Latin American Architecture Since 1945,True
0.2681765526353765,0.24536626768230685,0.3638364599687522,0.12262071971356453,roberto burle marx,1955,Recent Acquisitions|Latin American Architecture Since 1945,True
1.0,0.0,0.0,0.0,"herman miller furniture co., zeeland, mi",1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,james boynton,1956,Recent Drawings U.S.A.,False
1.0,0.0,0.0,0.0,fritz winter,1956,Recent European Acquisitions,False
1.0,0.0,0.0,0.0,philippe hosiasson,1956,Recent European Acquisitions,False
1.0,0.0,0.0,0.0,james forsberg,1956,Recent Drawings U.S.A.,False
1.0,0.0,0.0,0.0,betty holliday,1956,Recent Drawings U.S.A.,False
1.0,0.0,0.0,0.0,jane freilicher,1956,Recent Drawings U.S.A.,False
1.0,0.0,0.0,0.0,bernard chaet,1956,Recent Drawings U.S.A.,False
1.0,0.0,0.0,0.0,pola stout,1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,meyer f. lieberman,1956,Recent Drawings U.S.A.,False
1.0,0.0,0.0,0.0,rudolf belling,1956,Recent European Acquisitions,False
1.0,0.0,0.0,0.0,jack zajac,1956,Recent Drawings U.S.A.,False
1.0,0.0,0.0,0.0,mary c. hambidge,1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,jackson a. shedd,1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,sherman converse,1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,"moodus net & twine, inc.",1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,andy warhol,1956,Recent Drawings U.S.A.,False
1.0,0.0,0.0,0.0,dimitri hadzi,1956,"Clerk, Hadzi, Kabak: New Talent Exhibition in the Penthouse",False
1.0,0.0,0.0,0.0,ford madox brown,1956,"Masters of British Painting, 18001950",False
1.0,0.0,0.0,0.0,robert kabak,1956,"Clerk, Hadzi, Kabak: New Talent Exhibition in the Penthouse",False
1.0,0.0,0.0,0.0,bettina byrd,1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,paul strand,1956,Diogenes with a Camera III,False
1.0,0.0,0.0,0.0,geraldine funk,1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,"ducharne, inc.",1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,charles virga,1956,Recent Drawings U.S.A.,False
1.0,0.0,0.0,0.0,stanley spencer,1956,"Masters of British Painting, 18001950",False
1.0,0.0,0.0,0.0,claude monet,1956,Recent European Acquisitions,False
1.0,0.0,0.0,0.0,dorothy tapley,1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,willi baumeister,1956,Recent European Acquisitions,False
1.0,0.0,0.0,0.0,"skillmill, inc.",1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,ria herlinger,1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,w. morin,1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,"moss rose manufacturing co., philadelphia, pa",1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,ronni g. solbert,1956,Recent Drawings U.S.A.,False
1.0,0.0,0.0,0.0,robert eshoo,1956,Recent Drawings U.S.A.,False
1.0,0.0,0.0,0.0,"fab-lace, inc.",1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,vincent longo,1956,Recent Drawings U.S.A.,False
1.0,0.0,0.0,0.0,william holman hunt,1956,"Masters of British Painting, 18001950",False
1.0,0.0,0.0,0.0,plymouth cordage company,1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,noel martin,1956,Family Service Association Posters,False
1.0,0.0,0.0,0.0,m. & w. thomas company,1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,chester ross,1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,alan davie,1956,Recent European Acquisitions,False
1.0,0.0,0.0,0.0,thomas r. elliot,1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,roberts tapley,1956,Textiles U.S.A.,False
1.0,0.0,0.0,0.0,letitia howe,1956,Kandinsky Murals,False
