fik_C1,fik_C2,fik_C3,fik_C4,DisplayName
0.010858197558811756,0.19897683552548423,0.4984162780889778,0.2917486888267261,Al Held
0.0001366530051544505,0.009215829719599222,0.006930888266648938,0.9837166290085972,"Rudolf Held, Schelklingen, Germany"
0.0004400155075284046,0.029108971340189187,0.023851798003943388,0.9465992151483389,Frantz Jourdain
0.0001366530051544505,0.009215829719599222,0.006930888266648938,0.9837166290085972,Kersten
0.0001366530051544505,0.009215829719599222,0.006930888266648938,0.9837166290085972,Max Krajewski
0.0001366530051544505,0.009215829719599222,0.006930888266648938,0.9837166290085972,Vsevold Meierhol'd
0.0001366530051544505,0.009215829719599222,0.006930888266648938,0.9837166290085972,Oscar Nitzchke
0.0004400155075284046,0.029108971340189187,0.023851798003943388,0.9465992151483389,Hermann Obrist
0.001390666904497733,0.08645984263269278,0.08355340382021785,0.8285960866425917,Joseph Maria Olbrich
0.0001366530051544505,0.009215829719599222,0.006930888266648938,0.9837166290085972,Charles Plumet
0.00019269158850876385,0.013347525570155803,0.010066948898314963,0.9763928339430205,Mrs. Truus Schröder-Schräder
0.0001366530051544505,0.009215829719599222,0.006930888266648938,0.9837166290085972,Smith
0.0050659532259182335,0.19396505707198286,0.3444644020398067,0.4565045876622922,Jan Toorop
0.0035816578867090463,0.12554671067828085,0.6125006274225988,0.2583710040124113,Joseph Mellor Hanson
0.008938769418780298,0.09659345150644863,0.7758523112024144,0.11861546787235662,Richard Lippold
0.014639925389000738,0.12354543794563146,0.7164271086024201,0.14538752806294766,Richard Pousette-Dart
0.005535749254441827,0.22816248448421592,0.2047508123349434,0.5615509539263989,Lou Bernstein
5.1431891726290305e-05,0.0033314950260206672,0.0023572095893335263,0.9942598634929194,Leo Bukzin
5.1431891726290305e-05,0.0033314950260206672,0.0023572095893335263,0.9942598634929194,Carter
5.1431891726290305e-05,0.0033314950260206672,0.0023572095893335263,0.9942598634929194,Allen Downs
0.0847540018662197,0.2859153462967338,0.33725602378361763,0.29207462805342893,Robert Frank
5.1431891726290305e-05,0.0033314950260206672,0.0023572095893335263,0.9942598634929194,Alfred Gescheidt
5.1431891726290305e-05,0.0033314950260206672,0.0023572095893335263,0.9942598634929194,Bob Harrah
0.00444752104542185,0.20639926582722312,0.18075914653110325,0.6083940665962518,Patricia Harris
0.0045816429623976385,0.2081199938945377,0.18256203818184005,0.6047363249612245,William Heick
0.0006384419008602117,0.04014061545042215,0.02980726575542213,0.9294136768932955,Florence Homolka
5.1431891726290305e-05,0.0033314950260206672,0.0023572095893335263,0.9942598634929194,Nat Jaffee
0.006270546973669221,0.23847455794325237,0.22133553034808162,0.5339193647349968,Simpson Kalisher
