fik_C1,fik_C2,fik_C3,fik_C4,DisplayName,Year
0.9991151339859465,0.00034075710367328016,0.0002624011587536969,0.0002817077516265806,jane berlandina,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,virginia berresford,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,edward biberman,1930
0.3345209587474325,0.18552263903208016,0.3702057435340798,0.1097506586864075,peter blume,1930
0.9991151339859465,0.0003407571036732799,0.00026240115875369676,0.00028170775162658033,francisco borès,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,alexander brook,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,gladys caldwell,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,harold cash,1930
0.3345210666122305,0.18552193111903129,0.37020689676920965,0.1097501054995285,jean charlot,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,emile compard,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,miguel covarrubias,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,james edward davis,1930
0.9991151339859465,0.00034075710367327983,0.00026240115875369665,0.0002817077516265803,isami doi,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,elsie driggs,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,fides elizando,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,duncan ferguson,1930
0.9991151339859465,0.00034075710367327983,0.00026240115875369665,0.0002817077516265803,mitchell fields,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,john bernard flannagan,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,paul gaulois,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,vincent gilnsky,1930
0.9991151339859465,0.00034075710367327983,0.00026240115875369665,0.0002817077516265803,charles l. goeller,1930
0.9991151339859465,0.00034075710367328005,0.0002624011587536968,0.0002817077516265805,arshile gorky,1930
0.334521006055649,0.18552193717079302,0.3702069199662094,0.1097501368073485,stefan hirsch,1930
0.9991151339859465,0.00034075710367327983,0.00026240115875369665,0.0002817077516265803,hokeah,1930
0.9991151339859465,0.00034075710367327983,0.00026240115875369665,0.0002817077516265803,ruth jonas,1930
0.33452063503620005,0.18552221480257525,0.3702066498947923,0.10975050026643238,charles lapique,1930
0.9991151339859465,0.0003407571036732799,0.00026240115875369676,0.00028170775162658033,luigi lucioni,1930
0.9991151339859465,0.00034075710367327983,0.00026240115875369665,0.0002817077516265803,eugene maccown,1930
0.33452102738915707,0.1855219315868595,0.37020691770913605,0.1097501233148475,reginald marsh,1930
0.9991151339859465,0.00034075710367327983,0.00026240115875369665,0.0002817077516265803,herbert morgan,1930
0.9991151339859465,0.0003407571036732799,0.00026240115875369676,0.00028170775162658033,reuben nakian,1930
0.9991151339859465,0.00034075710367327983,0.00026240115875369665,0.0002817077516265803,isamu noguchi,1930
0.3345210325297242,0.18552193069420847,0.3702069163892708,0.10975012038679657,marjorie phillips,1930
0.9991151339859465,0.00034075710367327983,0.00026240115875369665,0.0002817077516265803,joseph pollet,1930
0.9991151339859465,0.0003407571036732799,0.00026240115875369676,0.00028170775162658033,abel sanchez (oqwa pi),1930
0.9991151339859465,0.00034075710367327983,0.00026240115875369665,0.0002817077516265803,concetta scaravaglione,1930
0.9991151339859465,0.00034075710367327983,0.00026240115875369665,0.0002817077516265803,walter schöttler,1930
0.9991151339859465,0.00034075710367327983,0.00026240115875369665,0.0002817077516265803,william schulhoff,1930
0.9991151339859465,0.0003407571036732799,0.00026240115875369676,0.00028170775162658033,ben shahn,1930
0.33452099652828143,0.18552253823524048,0.3702058953096882,0.10975056992678993,pavel tchelitchew,1930
0.9991151339859465,0.00034075710367327983,0.00026240115875369665,0.0002817077516265803,kostia terechkovitch,1930
0.9991151339859465,0.00034075710367327983,0.00026240115875369665,0.0002817077516265803,franklin chenault watkins,1930
0.9991151339859465,0.0003407571036732799,0.00026240115875369676,0.00028170775162658033,ann weaver,1930
0.011668627248167342,0.02917673658037269,0.9484556091397843,0.010699027031675532,charles burchfield,1930
0.011653538789634424,0.027498196115434935,0.9501293030067133,0.010718962088217347,thomas eakins,1930
0.01165512520178533,0.027501902910604517,0.9501225494281961,0.010720422459414201,winslow homer,1930
0.011654747629899162,0.027500945590960925,0.9501242310286144,0.010720075750525493,albert pinkham ryder,1930
0.011668627248167342,0.02917673658037269,0.9484556091397843,0.010699027031675532,rudolf belling,1930
0.011668627248167342,0.02917673658037269,0.9484556091397843,0.010699027031675532,paul cézanne,1930
0.011668627248167342,0.02917673658037269,0.9484556091397843,0.010699027031675532,charles demuth,1930
0.011668627248167342,0.02917673658037269,0.9484556091397843,0.010699027031675532,charles despiau,1930
0.011668627248167342,0.02917673658037269,0.9484556091397843,0.010699027031675532,preston dickinson,1930
0.011668627248167342,0.02917673658037269,0.9484556091397843,0.010699027031675532,paul gauguin,1930
0.011668627248167342,0.02917673658037269,0.9484556091397843,0.010699027031675532,vincent van gogh,1930
0.011668627248167342,0.02917673658037269,0.9484556091397843,0.010699027031675532,"george overbury (""pop"") hart",1930
0.011668627248167342,0.02917673658037269,0.9484556091397843,0.010699027031675532,edward hopper,1930
0.011668627248167342,0.02917673658037269,0.9484556091397843,0.010699027031675532,bernard karfiol,1930
0.011668627248167342,0.02917673658037269,0.9484556091397843,0.010699027031675532,walt kuhn,1930
0.011668627248167342,0.02917673658037269,0.9484556091397843,0.010699027031675532,yasuo kuniyoshi,1930
0.011668627248167342,0.02917673658037269,0.9484556091397843,0.010699027031675532,john marin,1930
0.011668627248167342,0.02917673658037268,0.9484556091397843,0.010699027031675527,kenneth hayes miller,1930
0.011668627248167342,0.02917673658037268,0.9484556091397843,0.010699027031675527,georgia o'keeffe,1930
0.011668627248167342,0.02917673658037268,0.9484556091397843,0.010699027031675527,jules pascin,1930
0.011668627248167342,0.02917673658037268,0.9484556091397843,0.010699027031675527,georges-pierre seurat,1930
0.011668627248167342,0.02917673658037268,0.9484556091397843,0.010699027031675527,john sloan,1930
0.011668627248167342,0.02917673658037268,0.9484556091397843,0.010699027031675527,eugene speicher,1930
0.011668627248167342,0.02917673658037268,0.9484556091397843,0.010699027031675527,maurice sterne,1930
0.2118960313238635,0.36531224428529946,0.16205408455996384,0.26073763983087317,jean-baptiste-camille corot,1930
0.2118960313238635,0.36531224428529946,0.16205408455996384,0.26073763983087317,honoré daumier,1930
4.308827438394652e-05,5.5972567255643166e-05,3.687070125509344e-05,0.9998640684571053,"alfred h. barr, jr.",1930
4.308827438394652e-05,5.5972567255643166e-05,3.687070125509344e-05,0.9998640684571053,jere abbott,1930
4.308827438394652e-05,5.5972567255643166e-05,3.687070125509344e-05,0.9998640684571053,gifford beal,1930
4.3088274383946436e-05,5.597256725564307e-05,3.687070125509338e-05,0.9998640684571053,paul burlin,1930
4.308827438394652e-05,5.5972567255643166e-05,3.687070125509344e-05,0.9998640684571053,alexander calder,1930
4.308827438394652e-05,5.5972567255643166e-05,3.687070125509344e-05,0.9998640684571053,vincent canadé,1930
4.308827438394652e-05,5.5972567255643166e-05,3.687070125509344e-05,0.9998640684571053,arthur b. carles,1930
4.3088274383946436e-05,5.597256725564307e-05,3.687070125509338e-05,0.9998640684571053,james chapin,1930
4.308827438394652e-05,5.5972567255643166e-05,3.687070125509344e-05,0.9998640684571053,merton clivette,1930
4.308827438394652e-05,5.5972567255643166e-05,3.687070125509344e-05,0.9998640684571053,andrew dasburg,1930
4.308827438394652e-05,5.5972567255643166e-05,3.687070125509344e-05,0.9998640684571053,stuart davis,1930
4.308827438394647e-05,5.597256725564312e-05,3.687070125509341e-05,0.9998640684571053,wilhelm hunt diederich,1930
4.308827438394652e-05,5.5972567255643166e-05,3.687070125509344e-05,0.9998640684571053,paul dougherty,1930
4.308827438394645e-05,5.597256725564307e-05,3.687070125509339e-05,0.9998640684571053,arthur dove,1930
4.308827438394645e-05,5.597256725564307e-05,3.687070125509339e-05,0.9998640684571053,guy pène du bois,1930
4.308827438394647e-05,5.597256725564312e-05,3.687070125509341e-05,0.9998640684571053,ernest fiene,1930
4.308827438394645e-05,5.597256725564307e-05,3.687070125509339e-05,0.9998640684571053,arnold friedman,1930
4.308827438394645e-05,5.597256725564307e-05,3.687070125509339e-05,0.9998640684571053,william glackens,1930
4.308827438394645e-05,5.597256725564307e-05,3.687070125509339e-05,0.9998640684571053,anna glenny,1930
4.308827438394647e-05,5.597256725564312e-05,3.687070125509341e-05,0.9998640684571053,marsden hartley,1930
4.308827438394645e-05,5.597256725564307e-05,3.687070125509339e-05,0.9998640684571053,childe hassam,1930
4.308827438394645e-05,5.597256725564307e-05,3.687070125509339e-05,0.9998640684571053,john kane,1930
4.308827438394645e-05,5.597256725564307e-05,3.687070125509339e-05,0.9998640684571053,morris kantor,1930
4.308827438394647e-05,5.597256725564312e-05,3.687070125509341e-05,0.9998640684571053,karl knaths,1930
4.3088274383947466e-05,5.5972567255644426e-05,3.687070125509428e-05,0.9998640684571053,benjamin kopman,1930
4.3088274383947466e-05,5.5972567255644426e-05,3.687070125509428e-05,0.9998640684571053,leon kroll,1930
4.3088274383947466e-05,5.5972567255644426e-05,3.687070125509428e-05,0.9998640684571053,gaston lachaise,1930
4.308827438394748e-05,5.5972567255644426e-05,3.6870701255094294e-05,0.9998640684571053,sidney laufman,1930
4.3088274383947466e-05,5.5972567255644426e-05,3.687070125509428e-05,0.9998640684571053,robert laurent,1930
4.3088274383947466e-05,5.5972567255644426e-05,3.687070125509428e-05,0.9998640684571053,george luks,1930
4.3088274383947466e-05,5.5972567255644426e-05,3.687070125509428e-05,0.9998640684571053,henry lee mcfee,1930
4.308827438394748e-05,5.5972567255644426e-05,3.6870701255094294e-05,0.9998640684571053,boardman robinson,1930
4.3088274383947466e-05,5.5972567255644426e-05,3.687070125509428e-05,0.9998640684571053,henry e. schnakenberg,1930
4.3088274383947466e-05,5.5972567255644426e-05,3.687070125509428e-05,0.9998640684571053,charles sheeler,1930
4.3088274383947466e-05,5.5972567255644426e-05,3.687070125509428e-05,0.9998640684571053,niles spencer,1930
4.308827438394748e-05,5.5972567255644426e-05,3.6870701255094294e-05,0.9998640684571053,augustus vincent tack,1930
4.308827438394155e-05,5.5972567255636715e-05,3.6870701255089185e-05,0.9998640684571053,dudley vail talcott,1930
4.308827438394291e-05,5.5972567255638504e-05,3.687070125509037e-05,0.9998640684571053,mark tobey,1930
4.308827438394425e-05,5.597256725564019e-05,3.687070125509149e-05,0.9998640684571053,william zorach,1930
0.06694935118344095,0.86636676431407,0.03341753055800208,0.033266353944486945,odilon redon,1931
0.06694935118344085,0.8663667643140706,0.03341753055800194,0.03326635394448682,henri de toulouse-lautrec,1931
0.031015096071946042,0.01760016007501196,0.5193183361196556,0.4320664077333864,"alfred h. barr, jr.",1931
0.00025275714519808987,0.00013369176454891402,0.02380249402074677,0.9758110570695063,ernst barlach,1931
0.0023642576814416017,0.0012572527247146253,0.8291829814868406,0.16719550810700318,willi baumeister,1931
0.0011977625859551572,0.0006339308450065915,0.5851830984774482,0.4129852080915902,max beckmann,1931
0.001172373376650239,0.0006216891695668825,0.8441270540102788,0.15407888344350398,rudolf belling,1931
2.0697937332764827e-05,1.0945433719164337e-05,0.0024468945032557732,0.9975214621256921,heinrich campendonk,1931
1.5191559127509055e-05,8.033030518477757e-06,0.002078791695850695,0.9978979837145033,otto dix,1931
0.00013871953779469393,7.336653004344765e-05,0.014136154889874035,0.9856517590422877,ernesto de fiori,1931
2.192335622099771e-05,1.1592627609376272e-05,0.0030596163871345677,0.9969068676290351,george grosz,1931
0.0007459705969605975,0.00039452973143206397,0.1938736772029752,0.8049858224686322,erich heckel,1931
0.0007810153371948335,0.00041326401943713446,0.05898635470294176,0.9398193659404263,karl hofer,1931
8.651370763955853e-05,4.575350031917312e-05,0.009256633804063491,0.9906110989879777,ernst ludwig kirchner,1931
0.00011947083121718561,6.317294838884792e-05,0.01930422849588009,0.9805131277245138,paul klee,1931
5.204967488532483e-06,2.752368277568128e-06,0.000662529426626425,0.9993295132376074,paul kleinschmidt,1931
0.0005261384758686781,0.0002782364128717702,0.11719520397176622,0.8820004211394933,oskar kokoschka,1931
0.00023447923853852604,0.00012402217006165744,0.022327314677671677,0.9773141839137282,georg kolbe,1931
7.913747753656461e-05,4.1845740216845965e-05,0.01219049040509671,0.9876885263771498,franz marc,1931
0.00022330889849585882,0.00011811283167307153,0.02141319582342191,0.9782453824464091,gerhard marcks,1931
9.721189668434178e-05,5.140298423990679e-05,0.015315854822259512,0.9845355302968162,paula modersohn-becker,1931
8.002868159118506e-05,4.231698292698332e-05,0.012342128359323381,0.9875355259761585,johannes molzahn,1931
0.00015289554351975577,8.084727278054886e-05,0.02556832390209928,0.9741979332816004,otto mueller,1931
0.0001658073627905901,8.76948932492331e-05,0.01654084868640059,0.9832056490575597,emil nolde,1931
2.9656935662741915e-05,1.5683318153224996e-05,0.0034364570278193033,0.9965182027183647,max pechstein,1931
5.154428321921894e-06,2.725640769160226e-06,0.0006574854558949745,0.9993346344750138,christian rohlfs,1931
1.065607194261133e-05,5.634773667147792e-06,0.0014331407292236746,0.9985505684251665,oskar schlemmer,1931
0.00017692550323729282,9.35539963947037e-05,0.030268720762715525,0.9694607997376525,karl schmidt-rottluff,1931
0.00023875465528286945,0.00012628397855027275,0.02267462884676964,0.9769603325193973,georg schrimpf,1931
5.400688790551829e-06,2.855844056908492e-06,0.0006992956207213433,0.9992924478464312,renée sintenis,1931
0.0003328407793000383,0.9993620982557022,0.0001529927823953211,0.00015206818260231976,paul cézanne,1931
0.0024876463730571946,0.9952272929343399,0.0011475250294624123,0.0011375356631404155,honoré daumier,1931
0.0022298234398742556,0.9957281664911551,0.001021607171549738,0.0010204028974209333,arthur b. davies,1931
0.0004095049126360483,0.9992151261286462,0.00018827078099623756,0.00018709817772138504,hilaire-germain-edgar degas,1931
0.0031486112039680633,0.9939575720643352,0.0014536018494719274,0.0014402148822248038,andré derain,1931
0.00029000668240476235,0.9994444321216085,0.00013303027076685573,0.00013253092521991517,paul dougherty,1931
0.00018631252086090633,0.9996429699567124,8.559713362871782e-05,8.51203887980162e-05,paul gauguin,1931
0.00010448814905064889,0.9997997956449336,4.7977636382733326e-05,4.773856963300992e-05,constantin guys,1931
0.0001467552085432728,0.9997188418269988,6.734651735195918e-05,6.705644710601914e-05,walt kuhn,1931
0.0002901294976035052,0.9994441968620837,0.00013308657505332704,0.0001325870652594155,claude lorraine,1931
0.06797637851316327,0.8646922996590658,0.03357862524437829,0.033752696583392604,henri matisse,1931
0.00010460452297706613,0.9997995725671727,4.803118256072733e-05,4.779172728967858e-05,amedeo modigliani,1931
0.0005596233296114608,0.9989279701847485,0.0002566068564796331,0.0002557996291604036,claude monet,1931
0.00022878926607856187,0.9995615538332613,0.00010512981837691535,0.00010452708228313164,pablo picasso,1931
0.00011190580417941175,0.999785578067418,5.138907244885936e-05,5.1127055953666966e-05,camille pissarro,1931
0.0002684195696464885,0.9994857835312658,0.00012313349420530625,0.00012266340488238848,charles prendergast,1931
0.00011431687767607337,0.999780980042857,5.247103710923776e-05,5.223204235772872e-05,maurice prendergast,1931
0.00019482697659981978,0.9996267556994496,8.93908163499583e-05,8.902650760076609e-05,jean renoir,1931
0.0005214754620914197,0.999001043956752,0.00023912503682676868,0.0002383555443297129,pierre-auguste renoir,1931
0.00013170577961323877,0.9997476704655663,6.044498343455971e-05,6.017877138578802e-05,henri rousseau,1931
0.0002293989208296195,0.9995603852631818,0.00010541019205908029,0.00010480562392964272,andré dunoyer de segonzac,1931
0.002600360284615286,0.9950180988703944,0.001191289114806402,0.001190251730183989,georges-pierre seurat,1931
0.0009182642570459234,0.9982395000023199,0.0004226181598922221,0.00041961758074180366,paul signac,1931
0.9994641445605345,0.00019296581659682263,0.000171188430627164,0.00017170119224156852,diego rivera,1931
0.0004724926626571109,0.9987785443929412,0.0003565958618750496,0.0003923670825265373,philip johnson,1932
0.0004724926626571259,0.9987785443929412,0.00035659586187505854,0.0003923670825265463,alvar aalto,1932
0.0004724926626570894,0.9987785443929414,0.0003565958618750319,0.0003923670825265169,frederick ackerman,1932
0.00047249266265710435,0.9987785443929412,0.00035659586187504255,0.00039236708252653017,thomas adams,1932
0.00047249266265711644,0.9987785443929412,0.0003565958618750518,0.00039236708252653966,uno åhrén,1932
0.0004724926626571161,0.9987785443929412,0.00035659586187505155,0.00039236708252653944,josé manuel aizpúrua,1932
0.00047249266265711747,0.9987785443929412,0.0003565958618750525,0.0003923670825265403,alfons anker,1932
0.0004724926626571176,0.9987785443929412,0.0003565958618750526,0.0003923670825265405,paul artaria,1932
0.00047249266265711714,0.9987785443929412,0.0003565958618750523,0.0003923670825265402,irving bowman,1932
0.0004724926626571176,0.9987785443929412,0.0003565958618750526,0.0003923670825265405,monroe bengt bowman,1932
0.00047249266265711714,0.9987785443929412,0.0003565958618750523,0.0003923670825265402,johannes brinkman,1932
0.00047249266265711714,0.9987785443929412,0.0003565958618750523,0.0003923670825265402,henry churchill,1932
0.00047249266265711714,0.9987785443929412,0.0003565958618750523,0.0003923670825265402,alfred clauss,1932
0.0004724926626571176,0.9987785443929412,0.0003565958618750526,0.0003923670825265405,amyas connell,1932
0.00047249266265711714,0.9987785443929412,0.0003565958618750523,0.0003923670825265402,russell g. cory,1932
0.00047249266265711714,0.9987785443929412,0.0003565958618750523,0.0003923670825265402,walter m. cory,1932
0.00047249266265711714,0.9987785443929412,0.0003565958618750523,0.0003923670825265402,george daub,1932
0.0004724926626571176,0.9987785443929412,0.0003565958618750526,0.0003923670825265405,w.j. duiker,1932
0.00047249266265711687,0.9987785443929412,0.0003565958618750521,0.0003923670825265399,otto eisler,1932
0.00047249266265711714,0.9987785443929412,0.0003565958618750523,0.0003923670825265402,joseph emberton,1932
0.00047249266265711714,0.9987785443929412,0.0003565958618750523,0.0003923670825265402,luigi figini,1932
0.0004724926626571176,0.9987785443929412,0.0003565958618750526,0.0003923670825265405,a. fissenko,1932
0.00047249266265711714,0.9987785443929412,0.0003565958618750523,0.0003923670825265402,albert frey,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,bohuslav fuchs,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,walter gropius,1932
0.00047249266265711893,0.9987785443929412,0.00035659586187505366,0.00039236708252654166,gabriel guevrekian,1932
0.00047249266265711893,0.9987785443929412,0.00035659586187505366,0.00039236708252654166,max ernst haefeli,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,otto haesler,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,raymond hood,1932
0.00047249266265711687,0.9987785443929412,0.0003565958618750521,0.0003923670825265399,george howe,1932
0.00047249266265711714,0.9987785443929412,0.0003565958618750523,0.0003923670825265402,albert howell,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,frederick kiesler,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,a. lawrence kocher,1932
0.00047249266265711893,0.9987785443929412,0.00035659586187505366,0.00039236708252654166,robert d. kohn,1932
0.00047249266265711893,0.9987785443929412,0.00035659586187505366,0.00039236708252654166,h.l. de koninck,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,ludvik kysela,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,joaquín labayen,1932
0.00047249266265711687,0.9987785443929412,0.0003565958618750521,0.0003923670825265399,le corbusier (charles-édouard jeanneret),1932
0.00047249266265711714,0.9987785443929412,0.0003565958618750523,0.0003923670825265402,william lescaze,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,wassili luckhardt,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,andré lurçat,1932
0.00047249266265711893,0.9987785443929412,0.00035659586187505366,0.00039236708252654166,robert mallet-stevens,1932
0.00047249266265711893,0.9987785443929412,0.00035659586187505366,0.00039236708252654166,sven markelius,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,ernst may,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,erich mendelsohn,1932
0.00047249266265711687,0.9987785443929412,0.0003565958618750521,0.0003923670825265399,ludwig mies van der rohe,1932
0.00047249266265711714,0.9987785443929412,0.0003565958618750523,0.0003923670825265402,paul nelson,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,richard neutra,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,ivan nikolaev,1932
0.00047249266265711893,0.9987785443929412,0.00035659586187505366,0.00039236708252654166,j. j. pieter oud,1932
0.00047249266265711893,0.9987785443929412,0.00035659586187505366,0.00039236708252654166,gino pollini,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,gerrit rietveld,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,hans scharoun,1932
0.00047249266265711893,0.9987785443929412,0.00035659586187505366,0.00039236708252654166,hans schmidt,1932
0.00047249266265711893,0.9987785443929412,0.00035659586187505366,0.00039236708252654166,karl schneider,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,stein clarence,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,oscar stonorov,1932
0.00047249266265711893,0.9987785443929412,0.00035659586187505366,0.00039236708252654166,eskil sundahl,1932
0.00047249266265711893,0.9987785443929412,0.00035659586187505366,0.00039236708252654166,w. stuart thompson,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,mckendree tucker,1932
0.0004724926626571186,0.9987785443929412,0.00035659586187505334,0.00039236708252654134,isaburo ueno,1932
0.00047249266265711893,0.9987785443929412,0.00035659586187505366,0.00039236708252654166,raymond unwin,1932
